1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Gender,Age,Personal_Income,Financial_Situation,Bill_Payments,Education,Credit_Debt,Additional_Income_Private_Investment,Additional_Income_Property,Additional_Income_Business_Ownership,Additional_Income_Retirement_Plan,Loss_Awareness,Loss_Intuition,Country,Duration_in_seconds,Language,Sample,Duration_Minutes,YoB,Awareness_of_Loss_Aversion,Financial_Stress,Presentation_Order,Contrast_1_2,Contrast_3_4,Contrast_7_8,Contrast_3_7,Contrast_4_8,Contrast_5_9,Contrast_6_10,Contrast_16_17,Contrast_4_11,Contrast_5_6,Contrast_9_10,Contrast_12_13,Contrast_14_15
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Female,42,8000.0,Became a little worse,I paid everything but saved nothing,University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Bulgaria,568,Bulgarian,Direct,9.466666666666667,1977,3,,7|13|16|9|11|18|10|12|3|5|15|6|1|17|8|14|2|4,PT,EUT + PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Male,52,22000.0,Has not changed,I paid everything but saved nothing,University Masters,I pay off any balances every month,0,1,0,0,0,0.0,Bulgaria,562,Bulgarian,Direct,9.366666666666667,1967,4,,11|15|4|9|16|18|13|10|7|5|12|8|6|2|1|14|17|3,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,PT
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Male,42,12000.0,Has not changed,I paid everything but saved nothing,University PhD,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,1389,Bulgarian,Direct,23.15,1977,1,,14|16|4|2|13|18|12|7|10|9|15|17|6|3|5|11|8|1,EUT + PT,EUT + PT,EUT + PT,Neither,PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Female,48,15000.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I pay off any balances every month,0,0,0,0,1,,Bulgaria,433,Bulgarian,Direct,7.216666666666667,1971,1,,8|17|4|15|2|18|14|5|11|13|3|7|6|1|16|10|12|9,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,Neither,PT
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Female,49,7000.0,Became a little worse,I paid everything but saved nothing,University PhD,I never purchase anything on credit or take on debt,0,0,0,1,1,,Bulgaria,996,Bulgarian,Direct,16.6,1970,1,,8|11|5|4|9|18|7|16|15|12|1|2|17|6|14|13|10|3,EUT + PT,PT,PT,PT,PT,PT,Neither,EUT + PT,PT,EUT + PT,EUT + PT,PT,PT
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Female,49,30000.0,Has not changed,"I paid everything, saved some, and paid down other debts",University Masters,I pay off any balances every month,0,0,0,0,0,1.0,Bulgaria,482,Bulgarian,Direct,8.033333333333333,1970,3,,1|6|5|17|12|18|9|15|3|10|2|14|13|16|11|8|7|4,PT,PT,Neither,EUT + PT,EUT + PT,PT,EUT + PT,Neither,PT,PT,EUT + PT,EUT + PT,EUT + PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Female,48,12000.0,Has not changed,I paid everything but saved nothing,University Masters,I pay off any balances every month,0,1,0,0,0,1.0,Bulgaria,433,Bulgarian,Direct,7.216666666666667,1971,3,,4|2|17|5|8|18|11|12|14|16|3|15|9|6|13|7|1|10,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,Neither,Neither,Neither,EUT + PT,EUT + PT,PT,PT
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Female,34,20000.0,Has not changed,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I pay off any balances every month,0,0,0,0,1,,Bulgaria,408,Bulgarian,Direct,6.8,1985,1,,4|7|1|8|11|18|9|14|10|12|13|6|15|5|17|2|3|16,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Male,21,1130.0,Became much worse,I had to take on some debt to pay them,Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,621,Bulgarian,Direct,10.35,1998,1,,13|5|15|17|1|18|14|7|2|8|9|16|4|6|3|11|10|12,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,EUT + PT,PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Male,42,15000.0,Became a little worse,I could not pay all my bills last month,University PhD,I pay off any balances every month,0,0,1,0,1,,Bulgaria,641,Bulgarian,Direct,10.683333333333334,1977,1,,5|8|14|12|11|18|7|6|2|3|15|9|16|13|4|1|17|10,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Female,31,37000.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,426,Bulgarian,Direct,7.1,1988,1,,14|16|4|12|6|18|7|11|13|2|5|9|17|3|1|15|8|10,EUT + PT,EUT + PT,EUT + PT,PT,Neither,EUT + PT,PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,EUT + PT
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Female,42,20.0,Has not changed,I paid everything but saved nothing,University Masters,I never purchase anything on credit or take on debt,0,1,0,0,1,,Bulgaria,472,Bulgarian,Direct,7.866666666666666,1977,1,,2|12|10|17|15|18|1|11|4|13|9|16|14|7|3|6|5|8,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,PT,PT
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,Male,22,1700.0,Became a little better,"I paid everything, saved some, and paid down other debts",Secondary school,I pay off any balances every month,0,0,0,0,1,,Bulgaria,593,Bulgarian,Direct,9.883333333333333,1997,1,,11|1|7|5|14|18|10|2|17|4|8|9|3|6|16|15|13|12,EUT + PT,PT,Neither,EUT + PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,PT
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Female,40,5000.0,Became much worse,I could not pay all my bills last month,Vocational school,I generally pay off the interest but not the balance,0,0,0,0,1,,Bulgaria,635,Bulgarian,Direct,10.583333333333334,1979,1,,10|16|2|3|4|18|17|6|13|12|8|1|7|9|11|5|14|15,EUT + PT,PT,EUT + PT,PT,EUT + PT,Neither,PT,Neither,EUT + PT,EUT + PT,EUT + PT,PT,PT
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,52,10000.0,Became a little worse,I could not pay all my bills last month,University Undergraduate,I make the minimum payment and the interest is charged,0,1,0,0,0,1.0,Bulgaria,780,Bulgarian,Direct,13.0,1967,3,,13|1|17|2|3|18|15|8|12|10|16|4|7|5|9|14|6|11,PT,EUT + PT,EUT + PT,Neither,PT,PT,EUT + PT,Neither,EUT + PT,PT,EUT + PT,PT,PT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,29,18000.0,Became a little better,I paid everything but saved nothing,University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,,Bulgaria,4508,Bulgarian,Direct,75.13333333333334,1990,2,,12|7|11|3|15|18|4|10|8|14|1|16|9|13|17|2|5|6,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,60,20000.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",University MBA,I never purchase anything on credit or take on debt,0,0,1,0,1,,Bulgaria,1945,Bulgarian,Direct,32.416666666666664,1959,1,,15|17|14|7|6|18|10|3|8|13|9|2|5|4|1|16|11|12,PT,EUT + PT,EUT + PT,PT,Neither,PT,EUT + PT,Neither,EUT + PT,EUT + PT,PT,PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Female,20,0.0,Became a little better,I paid everything but saved nothing,Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,351,Bulgarian,Direct,5.85,1999,1,,8|12|17|5|14|18|6|7|1|13|16|9|11|2|15|3|4|10,PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,Neither,Neither,PT,EUT + PT,Neither,PT,PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Male,39,20000.0,Has not changed,I paid everything and saved some,University Undergraduate,I pay off any balances every month,0,0,0,0,0,1.0,Bulgaria,935,Bulgarian,Direct,15.583333333333334,1980,3,,12|8|10|17|4|18|16|2|15|14|13|6|5|7|3|9|1|11,EUT + PT,EUT + PT,EUT + PT,PT,Neither,EUT + PT,EUT + PT,Neither,EUT + PT,PT,Neither,Neither,PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Female,23,30000.0,Became much worse,I could not pay all my bills last month,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,202,Bulgarian,Direct,3.3666666666666667,1996,1,,5|12|17|4|10|18|16|1|11|8|6|14|13|2|3|7|15|9,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,PT,PT,EUT + PT,PT,EUT + PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Female,23,4000.0,Became a little better,I had to take on some debt to pay them,Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,391,Bulgarian,Direct,6.516666666666667,1996,1,,2|3|7|4|8|18|5|9|17|13|6|12|11|14|15|16|1|10,PT,EUT + PT,EUT + PT,PT,Neither,PT,PT,PT,EUT + PT,PT,PT,EUT + PT,Neither
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,28,1500.0,Became a little better,I paid everything but saved nothing,University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Bulgaria,565,Bulgarian,Direct,9.416666666666666,1991,3,,2|5|8|13|14|18|6|12|17|4|10|16|3|7|15|11|1|9,Neither,Neither,EUT + PT,EUT + PT,Neither,PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,33,28000.0,Became much better,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Bulgaria,694,Bulgarian,Direct,11.566666666666666,1986,3,,5|14|15|4|6|18|2|7|13|9|12|1|11|10|8|3|17|16,PT,PT,EUT + PT,PT,EUT + PT,Neither,EUT + PT,PT,PT,EUT + PT,Neither,EUT + PT,EUT + PT
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,29,22000.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Bulgaria,632,Bulgarian,Direct,10.533333333333333,1990,3,,11|6|14|4|16|18|5|2|3|9|13|8|1|7|17|10|15|12,EUT + PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,EUT + PT,Neither,EUT + PT,PT,Neither,PT,PT
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Other,27,18000.0,Has not changed,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I pay off any balances every month,0,0,0,0,0,1.0,Bulgaria,761,Bulgarian,Direct,12.683333333333334,1992,3,,8|15|12|5|2|18|11|4|17|7|1|16|6|9|14|10|13|3,PT,PT,Neither,EUT + PT,EUT + PT,EUT + PT,PT,PT,PT,PT,EUT + PT,Neither,PT
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Female,30,20000.0,Became a little better,I paid everything but saved nothing,University MBA,I pay off much of the balance,0,0,0,0,1,,Bulgaria,651,Bulgarian,Direct,10.85,1989,1,,3|2|14|9|15|18|17|1|13|12|16|5|10|8|11|6|7|4,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,Neither,PT,PT,EUT + PT,PT,PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Male,37,18000.0,Became much better,I paid everything but saved nothing,University Masters,I pay off any balances every month,0,0,0,0,0,0.0,Bulgaria,1443,Bulgarian,Direct,24.05,1982,4,,9|14|1|2|15|18|16|8|4|17|6|10|12|11|3|13|5|7,PT,PT,PT,PT,PT,PT,PT,EUT + PT,PT,PT,PT,Neither,PT
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Female,24,0.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,449,Bulgarian,Direct,7.483333333333333,1995,1,,11|14|15|7|4|18|9|8|5|12|13|10|1|2|3|17|16|6,EUT + PT,PT,PT,PT,PT,PT,PT,Neither,EUT + PT,PT,PT,PT,EUT + PT
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,57,10000.0,Became a little better,I paid everything and saved some,Vocational school,I never purchase anything on credit or take on debt,0,1,0,0,0,1.0,Bulgaria,743,Bulgarian,Direct,12.383333333333333,1962,3,,12|4|5|15|17|18|11|1|2|14|13|3|8|10|6|9|7|16,PT,PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,Neither,PT,EUT + PT,EUT + PT,PT,PT
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Male,27,20000.0,Became a little worse,I paid everything but saved nothing,University Masters,I pay off any balances every month,0,0,0,0,1,,Bulgaria,439,Bulgarian,Direct,7.316666666666666,1992,1,,14|13|5|15|9|18|2|17|3|16|4|8|11|1|10|12|6|7,PT,PT,EUT + PT,EUT + PT,PT,PT,PT,PT,PT,PT,PT,EUT + PT,Neither
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Male,32,24000.0,Became much better,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Bulgaria,555,Bulgarian,Direct,9.25,1987,3,,8|14|7|6|11|18|4|12|3|15|13|5|9|17|1|2|10|16,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,PT,PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Female,32,2500.0,Has not changed,"I paid everything, saved some, and paid down other debts",University Masters,I pay off any balances every month,0,0,0,0,0,1.0,Bulgaria,2373,Bulgarian,Direct,39.55,1987,3,,12|10|17|9|6|18|11|13|5|16|14|3|2|7|1|15|4|8,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Female,40,33000.0,Has not changed,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I pay off any balances every month,0,0,0,0,1,,Bulgaria,1072,Bulgarian,Direct,17.866666666666667,1979,1,,5|1|16|3|12|18|7|11|8|17|14|15|4|13|6|2|10|9,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,PT
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Male,26,6000.0,Became a little better,I paid everything and saved some,University Undergraduate,I make the minimum payment and the interest is charged,0,0,0,0,0,1.0,Bulgaria,439,Bulgarian,Direct,7.316666666666666,1993,3,,14|6|7|9|12|18|10|13|16|15|11|3|17|8|2|1|5|4,PT,EUT + PT,PT,PT,EUT + PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,Neither,Neither
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Female,67,30000.0,Became a little worse,I paid everything but saved nothing,University Masters,I never purchase anything on credit or take on debt,0,1,0,0,1,,Bulgaria,727,Bulgarian,Direct,12.116666666666667,1952,1,,12|17|9|7|11|18|6|1|2|3|5|14|4|10|16|13|8|15,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,PT,PT,PT,PT
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Male,26,0.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,0.0,Bulgaria,310,Bulgarian,Direct,5.166666666666667,1993,4,,4|7|12|3|10|18|2|5|14|8|11|16|9|6|1|15|17|13,EUT + PT,PT,PT,PT,PT,PT,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,PT
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,37,200000.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I never purchase anything on credit or take on debt,1,0,0,0,0,,Bulgaria,447,Bulgarian,Direct,7.45,1982,2,,3|13|14|17|2|18|10|8|12|15|6|9|16|5|7|4|1|11,PT,PT,PT,PT,PT,PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,Neither,EUT + PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Female,38,14000.0,Has not changed,I paid everything but saved nothing,University Masters,I pay off any balances every month,0,0,0,0,1,,Bulgaria,685,Bulgarian,Direct,11.416666666666666,1981,1,,3|5|8|7|16|18|17|9|4|6|2|10|13|15|11|14|12|1,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,Neither,PT,PT,EUT + PT,PT,PT
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Male,29,15000.0,Has not changed,I paid everything but saved nothing,University MBA,I never purchase anything on credit or take on debt,0,0,0,0,1,,Bulgaria,628,Bulgarian,Direct,10.466666666666667,1990,1,,1|12|10|4|8|18|9|13|2|17|14|11|16|6|3|7|15|5,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Female,46,10000.0,Became a little better,I paid everything and saved some,University Masters,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Bulgaria,1020,Bulgarian,Direct,17.0,1973,3,,8|4|12|11|2|18|10|1|6|17|13|14|15|16|7|5|3|9,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT
