Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,ParID,Country,Men,Z_Age,Z_Income,Financial_Situation,Bill_Payments,Education,Loss_Awareness,Loss_Intuition
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45,Bulgaria,1.0,-0.8009759839640535,-0.32353078408522745,little_better,payed_spend_free,postgraduate,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,46,Bulgaria,1.0,0.24576250957924214,2.134600226914804,little_better,payed_spend_free,postgraduate,0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,47,Bulgaria,0.0,0.34092055444681446,-0.15146161331522523,unchanged,payed_no_save,postgraduate,1,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,48,Bulgaria,1.0,-0.5155018493613365,-0.13917095826022507,unchanged,payed_no_save,postgraduate,1,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,49,Bulgaria,0.0,1.102184913387393,-0.20062423353522585,little_better,payed_some_save,postgraduate,0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,50,Bulgaria,1.0,1.8634492723279716,0.020607557454776975,little_better,payed_some_save,undergraduate,1,0.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,51,Bulgaria,0.0,0.15060446471166983,-0.14654535129322516,little_better,payed_no_save,postgraduate,1,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,52,Bulgaria,0.0,-0.8009759839640535,-0.20062423353522585,unchanged,payed_no_save,postgraduate,1,0.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,53,Bulgaria,0.0,-0.991292073699198,-0.20062423353522585,unchanged,payed_no_save,postgraduate,1,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,54,Bulgaria,0.0,-0.42034380449376413,-0.09000833804022444,little_better,payed_some_save,postgraduate,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,55,Bulgaria,0.0,0.0554464198440975,-0.17604292342522554,little_worse,payed_no_save,undergraduate,0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,56,Bulgaria,1.0,-0.8009759839640535,-0.016264407710223496,little_worse,payed_no_save,undergraduate,0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,57,Bulgaria,1.0,-0.23002771475861947,0.16809541811477888,unchanged,payed_spend_free,postgraduate,0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,58,Bulgaria,1.0,1.673133182592827,-0.15146161331522523,unchanged,debt_to_pay,postgraduate,1,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,59,Bulgaria,1.0,-1.3719242531694873,-0.32353078408522745,unchanged,payed_no_save,basic,0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,60,Bulgaria,0.0,-1.3719242531694873,-0.32353078408522745,unchanged,debt_to_pay,basic,1,0.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61,Bulgaria,0.0,-1.0864501185667703,-0.2842006879092269,little_better,payed_no_save,undergraduate,1,0.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,62,Bulgaria,0.0,0.4360785993143868,-0.1022989930952246,unchanged,payed_some_save,postgraduate,1,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63,Bulgaria,1.0,0.24576250957924214,0.11893279789477823,unchanged,payed_no_save,postgraduate,0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64,Bulgaria,0.0,0.8167107787846761,-0.1883335784802257,unchanged,payed_no_save,postgraduate,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,65,Bulgaria,1.0,-1.0864501185667703,-0.22520554364522619,little_worse,payed_no_save,basic,1,0.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,66,Bulgaria,0.0,-1.562240342904632,-0.3173854565577274,little_worse,payed_no_save,basic,1,0.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,67,Bulgaria,0.0,-0.8961340288316257,-0.2620775088102266,little_better,payed_some_save,postgraduate,1,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68,Bulgaria,0.0,1.2925010031225377,-0.17604292342522554,unchanged,debt_to_pay,postgraduate,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69,Bulgaria,0.0,0.34092055444681446,0.29100196866478045,little_better,payed_some_save,postgraduate,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,70,Bulgaria,0.0,-0.03971162502347483,-0.21291488859022603,much_worse,payed_no_save,undergraduate,0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,Bulgaria,1.0,-0.5155018493613365,-0.13917095826022507,much_worse,debt_to_pay,postgraduate,0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,72,Bulgaria,0.0,-1.1816081634343427,-0.23749619870022634,little_worse,debt_to_pay,basic,0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,73,Bulgaria,0.0,0.6263946890495314,10.738058765414914,little_worse,payed_no_save,basic,1,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,74,Bulgaria,1.0,1.4828170928576823,0.16809541811477888,little_worse,payed_some_save,postgraduate,0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75,Bulgaria,1.0,-1.1816081634343427,-0.23749619870022634,unchanged,payed_no_save,vocational,0,1.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,76,Bulgaria,1.0,-0.5155018493613365,-0.016264407710223496,little_worse,payed_some_save,postgraduate,0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,77,Bulgaria,0.0,-1.2767662083019151,-0.25593218128272655,unchanged,payed_no_save,basic,0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,78,Bulgaria,1.0,-1.1816081634343427,-0.20554049555722592,unchanged,payed_spend_free,basic,1,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,79,Bulgaria,0.0,1.1973429582549653,-0.32353078408522745,unchanged,payed_some_save,postgraduate,1,0.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,80,Bulgaria,0.0,1.673133182592827,-0.1883335784802257,unchanged,payed_no_save,postgraduate,0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,81,Bulgaria,0.0,2.1489234069306886,-0.32353078408522745,unchanged,payed_no_save,vocational,1,0.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,82,Bulgaria,1.0,-1.1816081634343427,-0.20062423353522585,little_better,payed_some_save,undergraduate,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,Bulgaria,1.0,0.0554464198440975,0.41390851921478194,unchanged,payed_some_save,postgraduate,0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,84,Bulgaria,1.0,-0.5155018493613365,-0.13917095826022507,unchanged,payed_some_save,postgraduate,1,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,85,Bulgaria,0.0,0.4360785993143868,-0.20308236454622589,little_better,payed_no_save,undergraduate,1,0.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,86,Bulgaria,0.0,-0.13486966989104715,-0.11458964815022475,unchanged,payed_some_save,undergraduate,0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,87,Bulgaria,0.0,-0.42034380449376413,-0.1022989930952246,little_worse,payed_no_save,undergraduate,0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,88,Bulgaria,0.0,0.8167107787846761,-0.286658818920227,little_worse,debt_to_pay,undergraduate,0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89,Bulgaria,0.0,-0.5155018493613365,0.2787113136097803,unchanged,payed_some_save,postgraduate,0,1.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,90,Bulgaria,0.0,-0.03971162502347483,0.41390851921478194,little_worse,payed_no_save,postgraduate,1,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,91,Bulgaria,0.0,-0.13486966989104715,0.14351410800477854,unchanged,payed_some_save,postgraduate,0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,92,Bulgaria,1.0,-0.8961340288316257,-0.013806276699223467,unchanged,payed_spend_free,undergraduate,1,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,93,Bulgaria,0.0,-0.8009759839640535,-0.21291488859022603,unchanged,payed_no_save,undergraduate,1,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,94,Bulgaria,0.0,-0.13486966989104715,0.11893279789477823,little_better,payed_some_save,postgraduate,1,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,95,Bulgaria,1.0,-0.6106598942289088,0.41390851921478194,unchanged,payed_spend_free,undergraduate,1,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,96,Bulgaria,0.0,-0.03971162502347483,-0.29894947397522714,little_worse,payed_no_save,postgraduate,0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,97,Bulgaria,0.0,1.1973429582549653,-0.17604292342522554,little_better,payed_no_save,undergraduate,1,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98,Bulgaria,0.0,-0.705817939096481,0.09435148778477792,little_worse,debt_to_pay,undergraduate,0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,99,Bulgaria,1.0,-1.0864501185667703,-0.1022989930952246,much_worse,payed_no_save,basic,0,1.0
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,100,Bulgaria,0.0,-0.03971162502347483,-0.29894947397522714,unchanged,payed_no_save,undergraduate,1,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,101,Bulgaria,0.0,-1.1816081634343427,-0.29894947397522714,little_better,payed_some_save,undergraduate,1,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,102,Bulgaria,0.0,-1.0864501185667703,-0.20062423353522585,little_better,debt_to_pay,undergraduate,1,0.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,103,Bulgaria,1.0,-1.2767662083019151,-0.1883335784802257,little_better,payed_spend_free,basic,0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,104,Bulgaria,0.0,1.102184913387393,-0.12688030320522492,little_worse,payed_some_save,postgraduate,0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,105,Bulgaria,0.0,-0.8961340288316257,0.020607557454776975,little_worse,payed_no_save,postgraduate,0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106,Bulgaria,0.0,-0.705817939096481,0.16809541811477888,unchanged,payed_no_save,postgraduate,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,107,Bulgaria,0.0,0.5312366441819592,-0.07771768298522429,much_worse,payed_no_save,undergraduate,1,0.0
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,108,Bulgaria,1.0,0.6263946890495314,-0.13917095826022507,unchanged,payed_no_save,vocational,0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,109,Bulgaria,0.0,1.38765904799011,0.16809541811477888,unchanged,payed_some_save,undergraduate,1,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,110,Bulgaria,0.0,0.34092055444681446,-0.07771768298522429,unchanged,payed_no_save,undergraduate,1,0.0
